BMI,BMI样条值,孕周,孕周样条值
20.703125,0.03842973182762081,77.0,0.06457685755488866
20.967487373737374,0.0415605438133492,78.27272727272727,0.06589454213735821
21.231849747474747,0.04455418686560648,79.54545454545455,0.06712851547022239
21.49621212121212,0.047413095491598244,80.81818181818181,0.0682811490553623
21.760574494949495,0.050139704198530026,82.0909090909091,0.06935481439465893
22.02493686868687,0.05273644749360739,83.36363636363636,0.07035188298999344
22.289299242424242,0.055205759884035886,84.63636363636364,0.07127472634324689
22.553661616161616,0.05755007587702108,85.9090909090909,0.07212571595630035
22.81802398989899,0.05977182997976853,87.18181818181819,0.07290722333103496
23.082386363636363,0.06187345669948377,88.45454545454545,0.07362161996933168
23.346748737373737,0.06385739054337239,89.72727272727272,0.07427127737307168
23.61111111111111,0.06572606601863994,91.0,0.07485856704413604
23.875473484848484,0.06748191763249192,92.27272727272728,0.07538586048440578
24.139835858585858,0.06912737989213397,93.54545454545455,0.07585552919576205
24.404198232323232,0.07066488730477162,94.81818181818181,0.07626994468008585
24.668560606060606,0.07209687437761038,96.0909090909091,0.07663147843925837
24.93292297979798,0.07342577561785589,97.36363636363636,0.07694250197516059
25.197285353535353,0.07465402553271361,98.63636363636364,0.07720538678967362
25.461647727272727,0.07578405862938918,99.9090909090909,0.0774225043846786
25.7260101010101,0.07681830941508812,101.18181818181819,0.0775962262620565
25.990372474747474,0.07775921239701598,102.45454545454545,0.07772892392368848
26.254734848484848,0.07860920208237833,103.72727272727272,0.07782296887145558
26.51909722222222,0.07937071297838072,105.0,0.0778807326072389
26.783459595959595,0.08004617959222872,106.27272727272728,0.07790458663291953
27.04782196969697,0.08063803643112785,107.54545454545455,0.07789690245037854
27.312184343434346,0.08114871800228374,108.81818181818181,0.077860051561497
27.576546717171716,0.08158065881290184,110.0909090909091,0.07779640546815601
27.840909090909093,0.08193629337018782,111.36363636363636,0.07770833567223662
28.105271464646464,0.08221805618134717,112.63636363636363,0.0775982136756199
28.36963383838384,0.08242838175358545,113.9090909090909,0.07746841098018699
28.63399621212121,0.08256970459410824,115.18181818181819,0.07732129908781893
28.89835858585859,0.08264445921012106,116.45454545454545,0.0771592495003968
29.16272095959596,0.0826550801088295,117.72727272727272,0.07698463371980169
29.427083333333336,0.08260400179743912,119.0,0.07679982324791468
29.691445707070706,0.08249365878315545,120.27272727272728,0.07660718958661684
29.955808080808083,0.08232648557318406,121.54545454545455,0.07640910423778925
30.220170454545453,0.08210491667473052,122.81818181818181,0.076207938703313
30.48453282828283,0.08183138659500035,124.0909090909091,0.07600606448506916
30.7488952020202,0.08150832984119916,125.36363636363636,0.07580585308493883
31.013257575757578,0.08113818092053245,126.63636363636363,0.07560967600480305
31.277619949494948,0.08072337434020581,127.9090909090909,0.07541990474654295
31.541982323232325,0.0802663446074248,129.1818181818182,0.07523891081203958
31.806344696969695,0.07976952622939497,130.45454545454544,0.07506906570317401
32.07070707070707,0.07923535371332185,131.72727272727272,0.07491274092182733
32.33506944444444,0.07866626156641103,133.0,0.07477230796988066
32.59943181818182,0.07806468429586808,134.27272727272728,0.07465013834921501
32.86379419191919,0.07743305640889853,135.54545454545456,0.0745486035617115
33.12815656565657,0.07677381241270789,136.8181818181818,0.0744700751092512
33.39251893939394,0.07608938681450182,138.0909090909091,0.07441692449371522
33.656881313131315,0.07538221412148578,139.36363636363637,0.07439152321698458
33.92124368686869,0.07465472884086541,140.63636363636363,0.07439624278094042
34.18560606060606,0.07390936547984621,141.9090909090909,0.07443345468746379
34.44996843434343,0.07314855854563376,143.1818181818182,0.07450553043843575
34.71433080808081,0.0723747425454336,144.45454545454544,0.07461484153573743
34.97869318181819,0.07159035198645128,145.72727272727272,0.07476375948124987
35.24305555555556,0.07079782137589241,147.0,0.07495465577685417
35.50741792929293,0.06999958522096252,148.27272727272725,0.07518990192443138
35.771780303030305,0.06919807802886711,149.54545454545456,0.07547186942586263
36.03614267676768,0.0683957343068118,150.8181818181818,0.07580292978302897
36.30050505050505,0.06759498856200213,152.0909090909091,0.07618545449781147
36.56486742424242,0.06679827530164367,153.36363636363637,0.07662181507209123
36.8292297979798,0.06600802903294195,154.63636363636363,0.07711438300774932
37.09359217171718,0.06522668426310253,155.9090909090909,0.07766552980666683
37.35795454545455,0.06445667549933101,157.1818181818182,0.07827762697072482
37.62231691919192,0.06370043724883291,158.45454545454544,0.07895304600180438
37.886679292929294,0.06296040401881375,159.72727272727272,0.0796941584017866
38.15104166666667,0.06223901031647915,161.0,0.08050333567255255
38.41540404040404,0.06153869064903466,162.27272727272725,0.0813829493159833
38.67976641414141,0.06086187952368581,163.54545454545456,0.08233537083396
38.94412878787879,0.060211011447638164,164.8181818181818,0.0833629717283636
39.208491161616166,0.05958852092809727,166.0909090909091,0.08446812350107527
39.472853535353536,0.05899684247226872,167.36363636363637,0.0856531976539761
39.73721590909091,0.058438410587358026,168.63636363636363,0.08692056568894711
40.001578282828284,0.05791565978057076,169.9090909090909,0.08827259910786943
40.26594065656566,0.0574310245591125,171.1818181818182,0.08971166941262411
40.53030303030303,0.05698693943018879,172.45454545454544,0.09124014810509223
40.7946654040404,0.05658583890100518,173.72727272727272,0.0928604066871549
41.05902777777778,0.056230157478767216,175.0,0.09457481666069317
41.323390151515156,0.05592232967068047,176.27272727272725,0.0963857495275881
41.587752525252526,0.055664789983950504,177.54545454545456,0.0982955767897209
41.852114898989896,0.05545997292578287,178.8181818181818,0.10030666994897246
42.11647727272727,0.05531031300338314,180.0909090909091,0.10242140050722398
42.38083964646465,0.05521824472395682,181.36363636363637,0.10464213996635652
42.64520202020202,0.05518620259470952,182.63636363636363,0.1069712598282511
